LGA_CODE_2016,D_0_4_FPEFT_MPEFT,D_0_4_FPEFT_MPEPT,D_0_4_FPEFT_MPEAW,D_0_4_FPEFT_MPEHNS,D_0_4_FPEFT_MPET,D_0_4_FPEFT_MPULFTW,D_0_4_FPEFT_MPULPTW,D_0_4_FPEFT_MPUT,D_0_4_FPEFT_MPTLF,D_0_4_FPEFT_MPNLF,D_0_4_FPEFT_MPLFSNS,D_0_4_FPEFT_T,D_0_4_FPEPT_MPEFT,D_0_4_FPEPT_MPEPT,D_0_4_FPEPT_MPEAW,D_0_4_FPEPT_MPEHNS,D_0_4_FPEPT_MPET,D_0_4_FPEPT_MPULFTW,D_0_4_FPEPT_MPULPTW,D_0_4_FPEPT_MPUT,D_0_4_FPEPT_MPTLF,D_0_4_FPEPT_MPNLF,D_0_4_FPEPT_MPLFSNS,D_0_4_FPEPT_T,D_0_4_FPEAW_MPEFT,D_0_4_FPEAW_MPEPT,D_0_4_FPEAW_MPEAW,D_0_4_FPEAW_MPEHNS,D_0_4_FPEAW_MPET,D_0_4_FPEAW_MPULFTW,D_0_4_FPEAW_MPULPTW,D_0_4_FPEAW_MPUT,D_0_4_FPEAW_MPTLF,D_0_4_FPEAW_MPNLF,D_0_4_FPEAW_MPLFSNS,D_0_4_FPEAW_T,D_0_4_FPHNS_MPEFT,D_0_4_FPHNS_MPEPT,D_0_4_FPHNS_MPEAW,D_0_4_FPHNS_MPEHNS,D_0_4_FPHNS_MPET,D_0_4_FPHNS_MPULFTW,D_0_4_FPHNS_MPULPTW,D_0_4_FPHNS_MPUT,D_0_4_FPHNS_MPTLF,D_0_4_FPHNS_MPNLF,D_0_4_FPHNS_MPLFSNS,D_0_4_FPHNS_T,D_0_4_FPET_MPEFT,D_0_4_FPET_MPEPT,D_0_4_FPET_MPEAW,D_0_4_FPET_MPEHNS,D_0_4_FPET_MPET,D_0_4_FPET_MPULFTW,D_0_4_FPET_MPULPTW,D_0_4_FPET_MPUT,D_0_4_FPET_MPTLF,D_0_4_FPET_MPNLF,D_0_4_FPET_MPLFSNS,D_0_4_FPET_T,D_0_4_FPULFTW_MPEFT,D_0_4_FPULFTW_MPEPT,D_0_4_FPULFTW_MP_EAW,D_0_4_FPULFTW_MP_E_HW_NS,D_0_4_FPULFTW_MPET,D_0_4_FPULFTW_MPULFTW,D_0_4_FPULFTW_MPULPTW,D_0_4_FPULFTW_MPUT,D_0_4_FPULFTW_MPTLF,D_0_4_FPULFTW_MPNLF,D_0_4_FPULFTW_MPLFSNS,D_0_4_FPULFTW_T,D_0_4_FPULPTW_MPEFT,D_0_4_FPULPTW_MPEPT,D_0_4_FPULPTW_MPEAW,D_0_4_FPULPTW_MPEm_HW_NS,D_0_4_FPULPTW_MPET,D_0_4_FPULPTW_MPULFTW,D_0_4_FPULPTW_MPULPTW,D_0_4_FPULPTW_MPUT,D_0_4_FPULPTW_MPTLF,D_0_4_FPULPTW_MPNLF,D_0_4_FPULPTW_MPLFSNS,D_0_4_FPULPTW_T,D_0_4_FPUT_MPEFT,D_0_4_FPUT_MPEPT,D_0_4_FPUT_MPEAW,D_0_4_FPUT_MP_E_HNS,D_0_4_FPUT_MPET,D_0_4_FPUT_MPULFTW,D_0_4_FPUT_MPULPTW,D_0_4_FPUT_MPUT,D_0_4_FPUT_MPTLF,D_0_4_FPUT_MPNLF,D_0_4_FPUT_MPLFSNS,D_0_4_FPUT_T,D_0_4_FPTLF_MPEFT,D_0_4_FPTLF_MPEPT,D_0_4_FPTLF_MPEAW,D_0_4_FPTLF_MPEHNS,D_0_4_FPTLF_MPET,D_0_4_FPTLF_MPULFTW,D_0_4_FPTLF_MPULPTW,D_0_4_FPTLF_MPUT,D_0_4_FPTLF_MPTLF,D_0_4_FPTLF_MPNLF,D_0_4_FPTLF_MPLFSNS,D_0_4_FPTLF_T,D_0_4_FPNLF_MPEFT,D_0_4_FPNLF_MPEPT,D_0_4_FPNLF_MPEAW,D_0_4_FPNLF_MP_E_HNS,D_0_4_FPNLF_MPET,D_0_4_FPNLF_MPUEmpLfFTW,D_0_4_FPNLF_MPUEmpLfPTW,D_0_4_FPNLF_MPUT,D_0_4_FPNLF_MPTLF,D_0_4_FPNLF_MPNLF,D_0_4_FPNLF_MPLFSNS,D_0_4_FPNLF_T,D_0_4_FPLFSNS_MPEFT,D_0_4_FPLFSNS_MPEPT,D_0_4_FPLFSNS_MPEAW,D_0_4_FPLFSNS_MP_E_HNS,D_0_4_FPLFSNS_MPET,D_0_4_FPLFSNS_MPULFTW,D_0_4_FPLFSNS_MPULPTW,D_0_4_FPLFSNS_MPUT,D_0_4_FPLFSNS_MPTLF,D_0_4_FPLFSNS_MPNLF,D_0_4_FPLFSNS_MPLFSNS,D_0_4_FPLFSNS_T,D_0_4_FPT_MPEFT,D_0_4_FPT_MPEPT,D_0_4_FPT_MPEAW,D_0_4_FPT_MPEHNS,D_0_4_FPT_MPET,D_0_4_FPT_MPULFTW,D_0_4_FPT_MPULPTW,D_0_4_FPT_MPUT,D_0_4_FPT_MPTLF,D_0_4_FPT_MPNLF,D_0_4_FPT_MPLFSNS,D_0_4_FPT_T,D_5_9_FPEFT_MPEFT,D_5_9_FPEFT_MPEPT,D_5_9_FPEFT_MPEAW,D_5_9_FPEFT_MPEHNS,D_5_9_FPEFT_MPET,D_5_9_FPEFT_MPULFTW,D_5_9_FPEFT_MPULPTW,D_5_9_FPEFT_MPUT,D_5_9_FPEFT_MPTLF,D_5_9_FPEFT_MPNLF,D_5_9_FPEFT_MPLFSNS,D_5_9_FPEFT_T,D_5_9_FPEPT_MPEFT,D_5_9_FPEPT_MPEPT,D_5_9_FPEPT_MPEAW,D_5_9_FPEPT_MPEHNS,D_5_9_FPEPT_MPET,D_5_9_FPEPT_MPULFTW,D_5_9_FPEPT_MPULPTW,D_5_9_FPEPT_MPUT,D_5_9_FPEPT_MPTLF,D_5_9_FPEPT_MPNLF,D_5_9_FPEPT_MPLFSNS,D_5_9_FPEPT_T,D_5_9_FPEAW_MPEFT,D_5_9_FPEAW_MPEPT,D_5_9_FPEAW_MPEAW,D_5_9_FPEAW_MPEHNS,D_5_9_FPEAW_MPET,D_5_9_FPEAW_MPULFTW,D_5_9_FPEAW_MPULPTW,D_5_9_FPEAW_MPUT,D_5_9_FPEAW_MPTLF,D_5_9_FPEAW_MPNLF,D_5_9_FPEAW_MPLFSNS,D_5_9_FPEAW_T,D_5_9_FPHNS_MPEFT,D_5_9_FPHNS_MPEPT,D_5_9_FPHNS_MPEAW,D_5_9_FPHNS_MPEHNS,D_5_9_FPHNS_MPET,D_5_9_FPHNS_MPULFTW,D_5_9_FPHNS_MPULPTW,D_5_9_FPHNS_MPUT,D_5_9_FPHNS_MPTLF,D_5_9_FPHNS_MPNLF,D_5_9_FPHNS_MPLFSNS,D_5_9_FPHNS_T,D_5_9_FPET_MPEFT,D_5_9_FPET_MPEPT,D_5_9_FPET_MPEAW,D_5_9_FPET_MP_E_HNS,D_5_9_FPET_MPET,D_5_9_FPET_MPULFTW,D_5_9_FPET_MPULPTW,D_5_9_FPET_MPUT
LGA31900,85,4,0,0,88,5,0,5,96,9,0,100,250,21,0,0,268,0,0,0,273,3,0,279,45,3,3,0,54,0,0,0,51,0,0,57,3,0,0,5,10,0,0,0,10,0,0,10,375,30,6,6,419,8,0,8,426,14,0,442,4,0,0,0,4,0,0,0,8,3,0,10,16,0,0,0,16,3,0,5,16,0,0,16,17,0,0,0,17,6,0,5,22,3,0,28,394,30,6,6,440,15,0,16,453,19,0,467,136,11,5,0,155,11,4,14,164,22,0,185,3,0,0,0,3,0,0,0,3,0,0,3,532,42,12,10,593,24,3,26,624,39,0,660,151,6,3,0,165,7,0,7,170,3,0,177,307,25,9,0,338,0,0,0,343,7,0,352,13,0,0,0,9,0,0,0,15,0,0,15,0,0,0,3,7,0,0,0,7,0,0,4,473,36,8,3,525,10,0,10
LGA31950,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,3,0,8,5,0,0,0,5,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,8,4,0,10,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,4,0,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,4,0,4
LGA32080,986,155,32,8,1176,35,8,47,1226,85,3,1306,1788,275,37,23,2122,36,7,42,2163,77,3,2239,409,50,65,4,527,5,0,5,528,14,0,543,25,6,0,10,39,6,0,6,50,13,0,59,3210,481,132,43,3863,83,19,99,3958,185,4,4150,46,9,0,0,57,16,0,16,71,9,0,79,117,22,0,3,144,22,0,21,168,3,0,170,165,35,0,3,205,32,0,33,240,15,0,254,3373,515,132,47,4068,113,17,129,4199,198,4,4400,1444,295,71,37,1852,125,23,149,2002,250,5,2255,3,0,0,9,12,0,0,0,12,4,20,34,4820,814,200,93,5933,237,48,281,6214,450,31,6693,1608,221,40,4,1877,53,20,76,1951,132,3,2084,2077,301,40,24,2442,57,5,65,2509,96,0,2608,82,11,19,0,109,5,0,5,117,11,0,124,25,4,0,28,58,6,0,5,65,12,4,81,3794,540,105,60,4492,128,28,147
LGA32250,15,0,0,0,15,3,0,3,21,0,0,17,16,0,3,0,17,0,0,0,17,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,3,0,33,3,0,3,38,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,3,0,33,0,0,0,38,3,0,39,11,4,3,0,15,0,0,4,23,12,0,29,0,0,0,0,0,0,0,0,0,0,3,3,42,4,3,0,53,3,0,8,58,16,3,71,15,3,0,0,19,0,0,0,19,0,0,16,17,0,0,0,17,0,0,0,17,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,0,4,30,3,0,6,36,0,0,0
LGA32260,115,16,0,0,132,4,0,3,134,10,0,151,312,36,5,3,358,4,0,4,362,17,0,376,57,6,14,0,70,0,0,0,70,3,0,74,4,0,0,8,14,0,0,0,14,0,0,14,490,61,15,13,576,5,0,11,582,31,0,614,7,0,0,0,7,3,0,3,6,0,0,12,8,0,0,0,6,3,3,3,15,0,0,21,14,0,0,0,13,6,3,5,25,3,0,30,500,61,19,13,596,13,5,16,610,35,0,640,282,56,13,16,364,26,0,26,388,51,3,449,0,0,0,0,0,0,0,0,0,0,9,9,786,119,31,26,962,37,5,43,1001,85,14,1105,218,32,0,4,258,3,3,5,265,14,0,276,362,49,6,5,423,11,0,11,426,26,3,455,16,3,0,0,25,0,0,0,25,3,0,25,4,0,0,11,19,0,0,0,19,0,0,20,604,88,13,17,716,11,3,12
LGA32270,191,7,5,5,209,3,0,3,209,9,0,214,503,37,9,3,553,6,0,9,557,7,0,564,127,12,19,0,154,0,0,0,154,0,0,156,16,0,0,4,19,0,0,0,19,0,0,19,838,52,25,15,927,6,0,11,938,16,0,957,13,3,0,0,10,0,0,0,10,3,0,11,34,3,4,4,45,0,3,3,50,0,0,50,44,9,4,4,54,0,3,3,58,3,0,58,883,59,30,15,986,9,0,15,996,17,0,1017,684,47,28,17,771,22,6,26,794,20,3,815,7,0,0,0,6,0,0,0,8,0,12,17,1563,104,54,37,1761,35,11,40,1802,37,12,1849,360,12,9,3,382,3,0,3,381,11,0,393,635,39,14,8,707,5,0,9,709,17,0,722,25,5,9,0,43,0,0,0,43,0,0,43,20,0,0,9,31,0,0,0,31,0,0,31,1041,61,28,22,1154,7,0,10
LGA32310,75,3,5,0,77,0,0,3,83,0,0,80,86,15,0,0,96,3,0,3,97,0,0,101,29,4,0,0,32,0,0,0,32,0,0,32,0,0,0,4,3,0,0,0,3,0,0,3,180,22,6,4,211,4,0,8,217,3,0,220,3,0,0,0,0,0,3,3,8,0,0,8,5,0,0,0,8,0,0,0,12,0,0,13,10,0,0,0,12,3,3,3,15,0,0,16,191,23,6,7,221,5,3,8,235,6,0,238,116,19,0,3,135,5,0,5,140,8,0,154,3,0,0,0,3,0,0,0,3,0,0,3,312,43,6,11,365,14,3,17,380,15,0,393,131,6,7,0,140,0,0,8,144,8,0,156,122,18,4,0,141,7,0,7,148,3,3,150,3,3,4,0,6,0,0,0,6,0,0,6,0,0,0,4,9,0,0,0,9,0,0,9,249,24,15,4,295,5,0,8
LGA32330,4,0,0,0,9,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,7,0,0,10,0,0,0,0,0,3,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,4,0,0,0,9,4,0,4,10,0,0,14,3,4,0,0,3,9,4,10,19,40,0,61,0,0,0,0,0,0,0,0,0,3,3,9,10,5,0,0,9,13,4,15,29,47,3,78,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,4,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,10,0,0,0
LGA32450,29,3,0,0,33,0,0,0,39,6,0,44,48,0,0,0,48,0,0,0,48,0,0,49,14,0,3,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,90,3,3,0,96,0,0,0,94,8,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,3,3,0,95,0,0,0,97,8,0,104,41,0,0,4,46,3,0,3,49,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,133,8,3,4,146,4,0,4,151,13,0,162,45,4,0,0,46,0,0,0,46,3,0,52,31,0,0,0,34,0,0,0,34,0,0,34,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,4,3,0,0,0,3,0,0,3,79,4,0,4,89,0,0,0
LGA32500,17,3,0,0,20,0,0,0,20,3,0,22,29,5,0,0,35,0,0,0,35,0,0,40,3,3,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,46,12,0,0,60,0,0,0,60,3,0,59,4,0,0,0,4,0,0,0,4,0,0,7,0,0,0,0,0,3,0,3,3,0,0,3,3,0,0,0,6,3,0,3,8,0,0,11,48,12,0,0,65,3,0,3,65,3,0,72,32,6,0,0,42,8,0,8,46,4,0,50,0,0,0,0,0,0,0,0,0,0,0,0,79,20,3,0,102,9,0,9,112,11,0,124,38,8,0,0,48,0,0,0,48,0,0,53,36,17,0,0,46,0,0,0,46,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,0,0,4,77,25,0,3,100,0,0,0
LGA32600,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,8,0,0,8,8,0,0,0,8,0,0,0,8,0,0,8,3,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,16,0,0,0
LGA32750,8,0,0,0,8,0,0,0,8,0,0,8,8,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,13,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,13,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,19,0,0,0,19,0,0,16,9,0,0,0,9,0,0,0,9,0,0,9,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,11,0,0,0
LGA32770,14,3,0,0,13,0,0,0,13,0,0,13,3,0,0,0,6,0,0,0,3,4,0,14,4,0,3,0,3,0,0,0,3,0,0,3,0,3,0,0,3,0,0,0,3,0,0,3,17,7,3,0,23,0,0,0,24,7,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,3,0,23,0,0,0,24,6,0,33,4,23,0,0,23,15,8,24,48,38,0,83,0,0,0,0,0,0,0,0,0,0,0,0,19,27,3,0,47,14,8,25,73,48,0,115,13,5,0,0,13,0,0,0,13,11,0,23,3,7,0,0,11,3,0,3,14,5,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,13,11,0,0,31,3,0,3
LGA32810,45,7,0,0,58,0,0,0,58,3,4,59,128,23,0,0,158,4,0,4,158,5,0,165,10,0,0,0,15,0,0,0,15,0,0,15,5,0,0,0,5,0,0,0,5,0,0,5,185,32,4,0,228,4,0,4,234,9,4,240,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,7,0,0,7,190,32,4,0,236,4,0,4,235,9,4,242,78,9,9,6,97,3,3,8,103,16,0,125,0,0,0,0,0,0,0,0,0,0,4,7,264,44,16,3,333,6,3,9,338,23,8,370,121,14,0,6,142,4,0,4,140,3,0,146,145,28,3,8,178,4,0,4,179,3,0,182,5,0,0,0,5,0,0,0,8,0,0,8,4,0,0,3,11,0,0,0,11,0,0,11,279,40,6,11,333,5,0,5
LGA33100,12,0,0,0,12,0,0,0,12,0,0,12,13,0,0,0,13,0,0,0,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,25,0,0,0,25,0,0,25,0,0,0,0,0,3,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,4,25,0,0,0,25,3,0,3,31,0,0,31,12,0,0,0,7,0,0,0,7,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,39,3,0,3,38,0,0,41,19,0,0,0,19,0,0,0,19,0,0,19,14,0,0,0,14,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,27,0,0,0
LGA33200,16,0,4,0,18,0,0,0,18,0,0,18,22,0,0,0,22,0,0,0,22,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,5,4,0,50,0,0,0,50,0,0,50,0,0,0,0,0,3,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,39,5,4,0,50,3,0,3,47,0,0,47,23,0,0,0,28,0,0,0,28,4,0,28,0,0,0,0,0,0,0,0,0,0,0,0,65,5,4,0,78,3,0,3,80,4,0,79,21,0,0,0,25,0,0,0,25,0,0,25,21,0,0,0,17,0,0,0,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,0,0,41,0,0,0
LGA33220,316,69,6,0,386,20,3,16,404,49,0,450,705,166,28,6,902,24,10,35,936,66,0,1005,169,27,25,3,216,3,0,3,222,6,0,223,4,0,0,4,10,0,0,0,12,6,0,20,1192,259,54,14,1512,43,11,60,1574,125,0,1698,20,6,0,0,28,11,3,17,42,8,0,49,46,7,0,0,57,11,0,12,69,6,0,78,74,13,0,0,89,17,4,21,112,15,0,130,1264,273,56,18,1605,64,15,85,1684,138,0,1824,648,193,33,17,886,98,19,120,1004,220,9,1239,4,0,0,0,6,0,0,0,11,4,20,33,1920,461,91,29,2501,162,34,203,2704,365,31,3097,591,127,14,3,733,22,4,33,766,67,0,832,893,196,33,10,1132,37,8,46,1178,103,3,1284,55,10,7,0,67,0,0,3,74,12,0,84,3,3,0,17,29,0,0,3,32,5,0,37,1545,335,56,36,1962,67,13,79
LGA33360,334,31,5,0,373,21,3,19,393,14,0,410,735,51,22,3,809,29,0,29,841,18,0,860,155,5,25,7,189,6,0,6,201,4,0,205,8,0,0,10,21,3,0,3,21,3,3,30,1233,89,49,24,1395,58,3,58,1456,36,8,1498,43,3,0,0,51,16,3,21,69,3,0,69,86,5,0,0,95,9,0,9,111,0,0,111,134,14,3,0,149,26,3,27,175,3,0,179,1364,101,54,19,1544,84,5,90,1630,41,8,1672,1140,94,44,42,1315,118,5,120,1440,102,3,1537,10,0,3,0,13,0,0,0,13,0,12,20,2507,196,97,62,2869,201,9,215,3081,138,21,3239,539,40,15,4,589,21,0,21,609,36,0,647,1016,70,27,16,1140,56,0,56,1190,26,3,1221,59,3,11,0,75,0,0,0,75,4,0,78,10,0,0,16,30,3,0,3,33,3,0,35,1622,110,55,38,1828,77,0,77
LGA33430,3384,449,53,26,3916,93,18,110,4023,230,3,4256,7500,1011,90,56,8666,102,26,131,8796,214,8,9021,1488,149,121,16,1769,36,0,36,1807,58,0,1869,128,6,0,65,202,0,0,3,208,6,9,224,12500,1620,276,159,14556,236,51,285,14841,502,24,15368,143,29,8,3,181,38,3,44,218,17,0,240,404,75,4,10,499,44,9,51,553,26,0,578,553,105,13,9,675,81,9,97,773,46,0,819,13051,1720,287,177,15234,317,60,382,15610,551,29,16187,6073,933,174,150,7324,265,41,307,7631,695,13,8337,19,14,0,24,59,0,0,0,59,4,68,134,19142,2669,462,342,22615,586,97,688,23304,1249,110,24661,5149,639,63,36,5890,157,36,191,6083,316,0,6395,8382,1113,91,69,9659,150,33,182,9842,291,12,10151,283,31,57,3,378,13,0,13,389,16,0,406,103,14,3,92,206,3,0,3,208,7,6,228,13914,1799,215,199,16128,314,76,392
LGA33610,70,9,0,0,76,0,0,0,78,0,3,79,204,10,4,4,218,3,0,3,220,3,0,230,26,0,0,0,28,0,0,0,28,0,0,28,0,0,0,3,6,0,0,0,6,3,0,9,300,15,5,3,329,3,0,3,329,6,3,339,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,5,0,0,0,5,0,0,5,3,0,0,0,5,0,0,0,7,0,0,7,305,17,5,3,331,3,0,3,337,6,3,351,127,13,3,3,139,10,0,7,146,19,0,169,3,0,0,0,3,0,0,0,3,0,0,3,430,28,10,10,475,15,0,16,489,26,3,518,130,9,3,0,144,0,0,0,144,3,0,148,247,17,6,0,267,0,0,0,267,3,0,268,9,0,0,0,9,0,0,0,9,0,0,9,3,0,0,3,3,0,0,0,3,0,0,7,383,29,8,3,423,0,0,0
LGA33620,175,17,3,0,201,5,0,3,206,9,0,213,424,53,12,4,490,9,0,9,499,27,0,530,92,15,10,0,115,0,0,0,114,3,0,123,5,3,0,0,8,0,0,0,9,0,0,9,697,91,20,5,820,13,0,15,834,38,0,872,10,0,0,0,10,8,0,8,16,0,0,16,10,7,0,0,19,8,0,8,25,0,0,32,22,6,0,0,32,14,0,14,41,5,0,49,716,103,20,9,846,26,0,32,878,40,0,924,406,101,19,28,557,46,20,64,622,151,0,773,0,0,0,0,0,0,0,0,0,0,7,10,1129,209,47,34,1407,68,16,90,1499,193,6,1706,358,32,0,0,392,12,0,16,405,15,0,423,563,76,16,10,659,14,3,20,681,55,0,731,16,8,9,0,37,0,0,0,34,6,0,44,5,3,0,6,13,0,0,0,11,0,0,12,940,122,23,17,1101,27,5,37
LGA33800,49,0,0,0,58,0,0,0,58,0,0,58,138,12,0,3,153,0,0,0,150,0,0,150,20,3,0,3,24,0,0,0,24,0,0,26,4,0,0,0,4,0,0,0,4,0,0,4,210,16,4,7,235,0,0,0,232,5,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,4,0,0,4,212,16,4,12,236,0,0,0,239,5,0,239,68,5,3,3,88,3,0,3,88,10,0,102,0,0,0,0,0,0,0,0,0,0,0,0,283,17,11,14,317,7,0,7,326,13,3,344,88,4,0,0,89,0,0,0,89,8,0,94,171,19,0,4,190,0,3,3,199,3,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,258,21,0,9,284,0,3,3
LGA33830,7,0,0,0,5,0,3,3,9,0,0,6,3,3,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,10,0,3,3,10,0,0,15,3,0,0,0,3,3,0,3,7,0,0,7,3,0,0,0,6,0,3,3,12,0,0,10,4,0,0,0,8,11,3,10,16,0,0,19,14,5,0,0,18,11,3,14,34,3,0,36,5,0,0,0,5,10,3,9,17,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,17,5,0,0,23,17,8,22,47,6,0,57,7,0,0,0,7,0,3,3,6,3,0,13,4,5,0,0,8,0,3,3,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,16,0,4,4
LGA33960,1632,179,36,24,1868,58,8,68,1937,146,0,2079,2540,266,42,20,2867,59,11,66,2939,101,5,3042,667,79,54,6,805,19,0,19,823,31,3,853,33,14,0,31,75,3,0,3,83,5,6,95,4870,533,134,80,5620,133,25,156,5772,284,9,6075,135,33,3,4,185,38,0,38,219,17,0,232,194,28,0,6,237,21,9,29,259,10,0,265,330,67,6,15,416,54,9,64,479,21,3,505,5203,603,134,97,6036,193,26,217,6256,310,12,6576,3163,523,74,113,3876,194,26,220,4093,462,10,4568,11,4,0,10,29,0,0,0,29,3,27,64,8376,1132,210,214,9939,380,58,439,10380,775,55,11206,2142,233,32,16,2427,108,33,138,2569,174,0,2738,2786,335,35,23,3173,72,11,88,3258,123,3,3386,170,22,23,3,219,8,0,8,228,13,0,244,35,7,0,39,78,3,5,7,87,5,6,104,5133,600,85,82,5903,197,45,237
LGA33980,184,19,9,0,209,6,0,6,208,4,0,217,361,26,5,3,393,0,0,0,397,5,0,402,92,5,17,3,113,0,0,0,113,0,0,117,13,0,0,7,19,0,0,0,19,0,0,19,647,45,28,11,731,8,0,8,740,16,0,754,13,3,0,0,14,0,0,0,19,0,0,19,37,0,0,0,41,0,0,0,49,0,0,49,55,0,0,0,59,3,0,3,66,0,0,66,700,53,28,14,791,10,0,10,804,16,0,820,612,36,35,9,693,3,0,3,701,3,0,704,9,0,0,0,9,0,0,0,9,0,0,9,1315,88,61,26,1490,21,0,21,1510,18,3,1528,273,31,6,0,313,4,0,4,312,7,0,319,490,29,19,5,543,6,0,6,552,9,0,561,21,4,7,0,30,0,0,0,30,3,0,32,10,0,0,4,11,0,0,0,11,0,0,11,800,61,27,10,898,14,0,14
